row_seq,t_us,baro_valid,baro_updated,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_updated,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_updated,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_updated,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_updated,auxvz_seq,a_vertical,est_valid,est_updated,est_seeded,est_seq,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
1887,37740000,1,1,1888,8.280903,765.283610,2305.565345,1,1,1888,0.211092,-0.052852,1.341269,0.006691,-0.014298,0.003447,1,1,1888,0.179914,-0.039254,1.285272,1,1,1888,0.999979,0.002398,0.005859,-0.001302,1,1,1888,-8.572105,1,1,1,1888,2206.234952,-124.396286,-8.572105,5.487000,-0.017733,-0.017733,3.989600,2,1,1,4,1000,1,1,1888,37740,0,1,1,1,0,0,0,1,1,0,36800,33190,13260,36740,33080,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.195103,-11.899894,2206.234952,1.320492,-0.481811,-124.396286
1888,37760000,1,1,1889,8.295613,765.522225,2303.072183,1,1,1889,0.211939,-0.054510,1.345523,0.006511,-0.014166,0.003407,1,1,1889,0.179909,-0.040312,1.290105,1,1,1889,0.999979,0.002420,0.005897,-0.001314,1,1,1889,-8.568695,1,1,1,1889,2203.743599,-124.567660,-8.568695,5.488000,-0.017781,-0.017781,3.990400,2,1,1,4,1000,1,1,1889,37760,0,1,1,1,0,0,0,1,1,0,36820,33210,13280,36760,33100,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.221498,-11.909539,2203.743599,1.318965,-0.482659,-124.567660
1889,37780000,1,1,1890,8.310344,765.761224,2300.575649,1,1,1890,0.212744,-0.056161,1.349656,0.006329,-0.014032,0.003368,1,1,1890,0.179877,-0.041367,1.294854,1,1,1890,0.999979,0.002442,0.005935,-0.001326,1,1,1890,-8.565282,1,1,1,1890,2201.248819,-124.738966,-8.565282,5.489000,-0.017829,-0.017829,3.991200,2,1,1,4,1000,1,1,1890,37780,0,1,1,1,0,0,0,1,1,0,36840,33230,13300,36780,33120,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.247862,-11.919200,2201.248819,1.317437,-0.483504,-124.738966
1890,37800000,1,1,1891,8.325095,766.000606,2298.075745,1,1,1891,0.213508,-0.057806,1.353667,0.006144,-0.013896,0.003328,1,1,1891,0.179820,-0.042418,1.299519,1,1,1891,0.999978,0.002464,0.005972,-0.001338,1,1,1891,-8.561865,1,1,1,1891,2198.750615,-124.910203,-8.561865,5.490000,-0.017878,-0.017878,3.992000,2,1,1,4,1000,1,1,1891,37800,0,1,1,1,0,0,0,1,1,0,36860,33250,13320,36800,33140,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.274195,-11.928879,2198.750615,1.315906,-0.484348,-124.910203
1891,37820000,1,1,1892,8.339866,766.240371,2295.572472,1,1,1892,0.214230,-0.059444,1.357556,0.005958,-0.013757,0.003288,1,1,1892,0.179737,-0.043467,1.304098,1,1,1892,0.999978,0.002486,0.006010,-0.001349,1,1,1892,-8.558445,1,1,1,1892,2196.248988,-125.081372,-8.558445,5.491000,-0.017926,-0.017926,3.992800,2,1,1,4,1000,1,1,1892,37820,0,1,1,1,0,0,0,1,1,0,36880,33270,13340,36820,33160,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.300498,-11.938574,2196.248988,1.314374,-0.485191,-125.081372
1892,37840000,1,1,1893,8.354658,766.480519,2293.065832,1,1,1893,0.214910,-0.061074,1.361322,0.005769,-0.013617,0.003248,1,1,1893,0.179629,-0.044513,1.308590,1,1,1893,0.999978,0.002508,0.006047,-0.001361,1,1,1893,-8.555022,1,1,1,1893,2193.743938,-125.252472,-8.555022,5.492000,-0.017974,-0.017974,3.993600,2,1,1,4,1000,1,1,1893,37840,0,1,1,1,0,0,0,1,1,0,36900,33290,13360,36840,33180,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.326770,-11.948286,2193.743938,1.312840,-0.486031,-125.252472
1893,37860000,1,1,1894,8.369470,766.721051,2290.555826,1,1,1894,0.215547,-0.062697,1.364964,0.005579,-0.013475,0.003207,1,1,1894,0.179495,-0.045556,1.312994,1,1,1894,0.999977,0.002530,0.006084,-0.001373,1,1,1894,-8.551595,1,1,1,1894,2191.235468,-125.423504,-8.551595,5.493000,-0.018022,-0.018022,3.994400,2,1,1,4,1000,1,1,1894,37860,0,1,1,1,0,0,0,1,1,0,36920,33310,13380,36860,33200,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.353012,-11.958016,2191.235468,1.311304,-0.486870,-125.423504
1894,37880000,1,1,1895,8.384303,766.961967,2288.042456,1,1,1895,0.216143,-0.064312,1.368482,0.005387,-0.013331,0.003167,1,1,1895,0.179337,-0.046595,1.317309,1,1,1895,0.999977,0.002552,0.006121,-0.001385,1,1,1895,-8.548166,1,1,1,1895,2188.723579,-125.594468,-8.548166,5.494000,-0.018070,-0.018070,3.995200,2,1,1,4,1000,1,1,1895,37880,0,1,1,1,0,0,0,1,1,0,36940,33330,13400,36880,33220,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.379223,-11.967761,2188.723579,1.309766,-0.487707,-125.594468
1895,37900000,1,1,1896,8.399156,767.203266,2285.525723,1,1,1896,0.216696,-0.065920,1.371876,0.005193,-0.013184,0.003126,1,1,1896,0.179155,-0.047631,1.321535,1,1,1896,0.999977,0.002573,0.006159,-0.001396,1,1,1896,-8.544732,1,1,1,1896,2186.208272,-125.765362,-8.544732,5.495000,-0.018118,-0.018118,3.996000,2,1,1,4,1000,1,1,1896,37900,0,1,1,1,0,0,0,1,1,0,36960,33350,13420,36900,33240,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.405402,-11.977524,2186.208272,1.308227,-0.488542,-125.765362
1896,37920000,1,1,1897,8.414030,767.444949,2283.005629,1,1,1897,0.217206,-0.067520,1.375147,0.004997,-0.013036,0.003085,1,1,1897,0.178948,-0.048664,1.325672,1,1,1897,0.999976,0.002595,0.006196,-0.001408,1,1,1897,-8.541296,1,1,1,1897,2183.689548,-125.936188,-8.541296,5.496000,-0.018165,-0.018165,3.996800,2,1,1,4,1000,1,1,1897,37920,0,1,1,1,0,0,0,1,1,0,36980,33370,13440,36920,33260,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.431552,-11.987303,2183.689548,1.306685,-0.489376,-125.936188
1897,37940000,1,1,1898,8.428924,767.687016,2280.482175,1,1,1898,0.217674,-0.069111,1.378294,0.004800,-0.012887,0.003043,1,1,1898,0.178717,-0.049693,1.329718,1,1,1898,0.999976,0.002616,0.006233,-0.001420,1,1,1898,-8.537856,1,1,1,1898,2181.167409,-126.106945,-8.537856,5.497000,-0.018213,-0.018213,3.997600,2,1,1,4,1000,1,1,1898,37940,0,1,1,1,0,0,0,1,1,0,37000,33390,13460,36940,33280,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.457670,-11.997099,2181.167409,1.305143,-0.490207,-126.106945
1898,37960000,1,1,1899,8.443839,767.929467,2277.955363,1,1,1899,0.218100,-0.070694,1.381318,0.004601,-0.012735,0.003002,1,1,1899,0.178462,-0.050720,1.333674,1,1,1899,0.999976,0.002637,0.006269,-0.001431,1,1,1899,-8.534413,1,1,1,1899,2178.641856,-126.277634,-8.534413,5.498000,-0.018261,-0.018261,3.998400,2,1,1,4,1000,1,1,1899,37960,0,1,1,1,0,0,0,1,1,0,37020,33410,13480,36960,33300,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.483757,-12.006911,2178.641856,1.303598,-0.491037,-126.277634
1899,37980000,1,1,1900,8.458774,768.172303,2275.425194,1,1,1900,0.218482,-0.072269,1.384219,0.004401,-0.012581,0.002960,1,1,1900,0.178184,-0.051742,1.337539,1,1,1900,0.999976,0.002658,0.006306,-0.001443,1,1,1900,-8.530967,1,1,1,1900,2176.112891,-126.448253,-8.530967,5.499000,-0.018308,-0.018308,3.999200,2,1,1,4,1000,1,1,1900,37980,0,1,1,1,0,0,0,1,1,0,37040,33430,13500,36980,33320,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.509814,-12.016740,2176.112891,1.302052,-0.491865,-126.448253
1900,38000000,1,1,1901,8.473730,768.415523,2272.891670,1,1,1901,0.218822,-0.073835,1.386998,0.004199,-0.012426,0.002918,1,1,1901,0.177882,-0.052761,1.341313,1,1,1901,0.999975,0.002679,0.006343,-0.001454,1,1,1901,-8.527517,1,1,1,1901,2173.580515,-126.618803,-8.527517,5.500000,-0.018356,-0.018356,4,2,1,1,4,1000,1,1,1901,38000,0,1,1,1,0,0,0,1,1,0,37060,33450,13520,37000,33340,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.535839,-12.026586,2173.580515,1.300504,-0.492691,-126.618803
1901,38020000,1,1,1902,8.488706,768.659127,2270.354792,1,1,1902,0.219119,-0.075392,1.389655,0.003996,-0.012269,0.002876,1,1,1902,0.177558,-0.053777,1.344997,1,1,1902,0.999975,0.002699,0.006380,-0.001466,1,1,1902,-8.524064,1,1,1,1902,2171.044730,-126.789285,-8.524064,5.500000,-0.018403,-0.018403,4,2,1,1,4,1000,1,1,1902,38020,0,1,1,1,0,0,0,1,1,0,37080,33470,13540,37020,33360,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.561834,-12.036448,2171.044730,1.298954,-0.493515,-126.789285
1902,38040000,1,1,1903,8.503702,768.903115,2267.814561,1,1,1903,0.219373,-0.076939,1.392192,0.003792,-0.012110,0.002834,1,1,1903,0.177210,-0.054789,1.348591,1,1,1903,0.999975,0.002720,0.006416,-0.001477,1,1,1903,-8.520608,1,1,1,1903,2168.505536,-126.959697,-8.520608,5.500000,-0.018451,-0.018451,4,2,1,1,4,1000,1,1,1903,38040,0,1,1,1,0,0,0,1,1,0,37100,33490,13560,37040,33380,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.587798,-12.046326,2168.505536,1.297403,-0.494338,-126.959697
1903,38060000,1,1,1904,8.518719,769.147489,2265.270980,1,1,1904,0.219584,-0.078478,1.394609,0.003587,-0.011949,0.002792,1,1,1904,0.176840,-0.055797,1.352095,1,1,1904,0.999974,0.002741,0.006453,-0.001489,1,1,1904,-8.517149,1,1,1,1904,2165.962935,-127.130040,-8.517149,5.500000,-0.018498,-0.018498,4,2,1,1,4,1000,1,1,1904,38060,0,1,1,1,0,0,0,1,1,0,37120,33510,13580,37060,33400,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.613730,-12.056221,2165.962935,1.295851,-0.495158,-127.130040
1904,38080000,1,1,1905,8.533756,769.392247,2262.724050,1,1,1905,0.219751,-0.080007,1.396908,0.003380,-0.011787,0.002749,1,1,1905,0.176448,-0.056802,1.355509,1,1,1905,0.999974,0.002761,0.006489,-0.001500,1,1,1905,-8.513686,1,1,1,1905,2163.416929,-127.300313,-8.513686,5.500000,-0.018545,-0.018545,4,2,1,1,4,1000,1,1,1905,38080,0,1,1,1,0,0,0,1,1,0,37140,33530,13600,37080,33420,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.639632,-12.066133,2163.416929,1.294297,-0.495977,-127.300313
1905,38100000,1,1,1906,8.548813,769.637390,2260.173771,1,1,1906,0.219876,-0.081526,1.399091,0.003172,-0.011623,0.002706,1,1,1906,0.176033,-0.057803,1.358834,1,1,1906,0.999974,0.002781,0.006525,-0.001512,1,1,1906,-8.510220,1,1,1,1906,2160.867518,-127.470518,-8.510220,5.500000,-0.018592,-0.018592,4,2,1,1,4,1000,1,1,1906,38100,0,1,1,1,0,0,0,1,1,0,37160,33550,13620,37100,33440,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.665502,-12.076060,2160.867518,1.292741,-0.496793,-127.470518
1906,38120000,1,1,1907,8.563891,769.882919,2257.620146,1,1,1907,0.219958,-0.083036,1.401157,0.002963,-0.011457,0.002663,1,1,1907,0.175597,-0.058800,1.362071,1,1,1907,0.999973,0.002801,0.006562,-0.001523,1,1,1907,-8.506751,1,1,1,1907,2158.314705,-127.640653,-8.506751,5.500000,-0.018639,-0.018639,4,2,1,1,4,1000,1,1,1907,38120,0,1,1,1,0,0,0,1,1,0,37180,33570,13640,37120,33460,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.691341,-12.086004,2158.314705,1.291184,-0.497608,-127.640653
1907,38140000,1,1,1908,8.578989,770.128832,2255.063176,1,1,1908,0.219997,-0.084535,1.403110,0.002753,-0.011289,0.002620,1,1,1908,0.175139,-0.059794,1.365221,1,1,1908,0.999973,0.002821,0.006598,-0.001534,1,1,1908,-8.503279,1,1,1,1908,2155.758491,-127.810718,-8.503279,5.500000,-0.018686,-0.018686,4,2,1,1,4,1000,1,1,1908,38140,0,1,1,1,0,0,0,1,1,0,37200,33590,13660,37140,33480,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.717149,-12.095965,2155.758491,1.289625,-0.498421,-127.810718
1908,38160000,1,1,1909,8.594108,770.375131,2252.502862,1,1,1909,0.219992,-0.086024,1.404951,0.002543,-0.011120,0.002577,1,1,1909,0.174659,-0.060783,1.368284,1,1,1909,0.999973,0.002841,0.006634,-0.001546,1,1,1909,-8.499804,1,1,1,1909,2153.198877,-127.980714,-8.499804,5.500000,-0.018733,-0.018733,4,2,1,1,4,1000,1,1,1909,38160,0,1,1,1,0,0,0,1,1,0,37220,33610,13680,37160,33500,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.742926,-12.105941,2153.198877,1.288065,-0.499232,-127.980714
1909,38180000,1,1,1910,8.609247,770.621815,2249.939206,1,1,1910,0.219945,-0.087503,1.406682,0.002331,-0.010950,0.002534,1,1,1910,0.174159,-0.061769,1.371261,1,1,1910,0.999972,0.002861,0.006670,-0.001557,1,1,1910,-8.496325,1,1,1,1910,2150.635864,-128.150641,-8.496325,5.500000,-0.018780,-0.018780,4,2,1,1,4,1000,1,1,1910,38180,0,1,1,1,0,0,0,1,1,0,37240,33630,13700,37180,33520,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.768672,-12.115934,2150.635864,1.286504,-0.500041,-128.150641
1910,38200000,1,1,1911,8.624407,770.868884,2247.372209,1,1,1911,0.219854,-0.088971,1.408304,0.002119,-0.010778,0.002490,1,1,1911,0.173637,-0.062750,1.374155,1,1,1911,0.999972,0.002880,0.006706,-0.001568,1,1,1911,-8.492843,1,1,1,1911,2148.069454,-128.320498,-8.492843,5.500000,-0.018827,-0.018827,4,2,1,1,4,1000,1,1,1911,38200,0,1,1,1,0,0,0,1,1,0,37260,33650,13720,37200,33540,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.794386,-12.125943,2148.069454,1.284941,-0.500848,-128.320498
1911,38220000,1,1,1912,8.639586,771.116339,2244.801873,1,1,1912,0.219720,-0.090428,1.409821,0.001906,-0.010604,0.002446,1,1,1912,0.173095,-0.063728,1.376965,1,1,1912,0.999972,0.002899,0.006741,-0.001580,1,1,1912,-8.489358,1,1,1,1912,2145.499648,-128.490285,-8.489358,5.500000,-0.018873,-0.018873,4,2,1,1,4,1000,1,1,1912,38220,0,1,1,1,0,0,0,1,1,0,37280,33670,13740,37220,33560,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.820069,-12.135968,2145.499648,1.283377,-0.501654,-128.490285
1912,38240000,1,1,1913,8.654786,771.364181,2242.228200,1,1,1913,0.219543,-0.091875,1.411234,0.001693,-0.010429,0.002402,1,1,1913,0.172532,-0.064701,1.379694,1,1,1913,0.999972,0.002919,0.006777,-0.001591,1,1,1913,-8.485870,1,1,1,1913,2142.926448,-128.660002,-8.485870,5.500000,-0.018920,-0.018920,4,2,1,1,4,1000,1,1,1913,38240,0,1,1,1,0,0,0,1,1,0,37300,33690,13760,37240,33580,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.845721,-12.146009,2142.926448,1.281811,-0.502457,-128.660002
1913,38260000,1,1,1914,8.670007,771.612408,2239.651190,1,1,1914,0.219323,-0.093310,1.412545,0.001478,-0.010252,0.002358,1,1,1914,0.171949,-0.065670,1.382343,1,1,1914,0.999971,0.002938,0.006813,-0.001602,1,1,1914,-8.482378,1,1,1,1914,2140.349855,-128.829650,-8.482378,5.500000,-0.018966,-0.018966,4,2,1,1,4,1000,1,1,1914,38260,0,1,1,1,0,0,0,1,1,0,37320,33710,13780,37260,33600,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.871342,-12.156066,2140.349855,1.280244,-0.503258,-128.829650
1914,38280000,1,1,1915,8.685247,771.861021,2237.070845,1,1,1915,0.219060,-0.094734,1.413757,0.001264,-0.010073,0.002314,1,1,1915,0.171345,-0.066635,1.384914,1,1,1915,0.999971,0.002957,0.006848,-0.001613,1,1,1915,-8.478884,1,1,1,1915,2137.769870,-128.999228,-8.478884,5.500000,-0.019013,-0.019013,4,2,1,1,4,1000,1,1,1915,38280,0,1,1,1,0,0,0,1,1,0,37340,33730,13800,37280,33620,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.896931,-12.166139,2137.769870,1.278676,-0.504057,-128.999228
1915,38300000,1,1,1916,8.700508,772.110020,2234.487166,1,1,1916,0.218754,-0.096147,1.414874,0.001049,-0.009894,0.002270,1,1,1916,0.170722,-0.067596,1.387407,1,1,1916,0.999971,0.002975,0.006884,-0.001624,1,1,1916,-8.475386,1,1,1,1916,2135.186496,-129.168735,-8.475386,5.500000,-0.019059,-0.019059,4,2,1,1,4,1000,1,1,1916,38300,0,1,1,1,0,0,0,1,1,0,37360,33750,13820,37300,33640,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.922489,-12.176228,2135.186496,1.277107,-0.504854,-129.168735
1916,38320000,1,1,1917,8.715790,772.359405,2231.900155,1,1,1917,0.218406,-0.097548,1.415896,0.000834,-0.009713,0.002225,1,1,1917,0.170080,-0.068552,1.389826,1,1,1917,0.999970,0.002994,0.006919,-0.001635,1,1,1917,-8.471885,1,1,1,1917,2132.599732,-129.338173,-8.471885,5.500000,-0.019106,-0.019106,4,2,1,1,4,1000,1,1,1917,38320,0,1,1,1,0,0,0,1,1,0,37380,33770,13840,37320,33660,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.948015,-12.186333,2132.599732,1.275536,-0.505650,-129.338173
1917,38340000,1,1,1918,8.731091,772.609177,2229.309814,1,1,1918,0.218014,-0.098937,1.416828,0.000618,-0.009530,0.002181,1,1,1918,0.169418,-0.069504,1.392172,1,1,1918,0.999970,0.003013,0.006954,-0.001646,1,1,1918,-8.468381,1,1,1,1918,2130.009582,-129.507541,-8.468381,5.500000,-0.019152,-0.019152,4,2,1,1,4,1000,1,1,1918,38340,0,1,1,1,0,0,0,1,1,0,37400,33790,13860,37340,33680,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.973510,-12.196454,2130.009582,1.273965,-0.506443,-129.507541
1918,38360000,1,1,1919,8.746413,772.859335,2226.716143,1,1,1919,0.217580,-0.100314,1.417673,0.000402,-0.009346,0.002136,1,1,1919,0.168736,-0.070452,1.394447,1,1,1919,0.999970,0.003031,0.006989,-0.001657,1,1,1919,-8.464874,1,1,1,1919,2127.416045,-129.676838,-8.464874,5.500000,-0.019198,-0.019198,4,2,1,1,4,1000,1,1,1919,38360,0,1,1,1,0,0,0,1,1,0,37420,33810,13880,37360,33700,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,47.998974,-12.206591,2127.416045,1.272392,-0.507234,-129.676838
1919,38380000,1,1,1920,8.761755,773.109881,2224.119145,1,1,1920,0.217103,-0.101679,1.418433,0.000186,-0.009161,0.002091,1,1,1920,0.168036,-0.071395,1.396653,1,1,1920,0.999969,0.003049,0.007024,-0.001668,1,1,1920,-8.461363,1,1,1,1920,2124.819123,-129.846065,-8.461363,5.500000,-0.019244,-0.019244,4,2,1,1,4,1000,1,1,1920,38380,0,1,1,1,0,0,0,1,1,0,37440,33830,13900,37380,33720,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.024406,-12.216744,2124.819123,1.270817,-0.508023,-129.846065
1920,38400000,1,1,1921,8.777118,773.360812,2221.518820,1,1,1921,0.216584,-0.103032,1.419111,-0.000030,-0.008974,0.002046,1,1,1921,0.167317,-0.072333,1.398792,1,1,1921,0.999969,0.003067,0.007059,-0.001679,1,1,1921,-8.457850,1,1,1,1921,2122.218819,-130.015222,-8.457850,5.500000,-0.019290,-0.019290,4,2,1,1,4,1000,1,1,1921,38400,0,1,1,1,0,0,0,1,1,0,37460,33850,13920,37400,33740,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.049807,-12.226912,2122.218819,1.269242,-0.508810,-130.015222
1921,38420000,1,1,1922,8.792500,773.612131,2218.915170,1,1,1922,0.216022,-0.104372,1.419711,-0.000246,-0.008786,0.002001,1,1,1922,0.166579,-0.073267,1.400867,1,1,1922,0.999969,0.003085,0.007094,-0.001690,1,1,1922,-8.454333,1,1,1,1922,2119.615133,-130.184309,-8.454333,5.500000,-0.019336,-0.019336,4,2,1,1,4,1000,1,1,1922,38420,0,1,1,1,0,0,0,1,1,0,37480,33870,13940,37420,33760,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.075176,-12.237096,2119.615133,1.267666,-0.509595,-130.184309
1922,38440000,1,1,1923,8.807903,773.863837,2216.308196,1,1,1923,0.215417,-0.105700,1.420237,-0.000462,-0.008597,0.001955,1,1,1923,0.165823,-0.074196,1.402880,1,1,1923,0.999968,0.003103,0.007129,-0.001701,1,1,1923,-8.450814,1,1,1,1923,2117.008066,-130.353325,-8.450814,5.500000,-0.019382,-0.019382,4,2,1,1,4,1000,1,1,1923,38440,0,1,1,1,0,0,0,1,1,0,37500,33890,13960,37440,33780,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.100513,-12.247296,2117.008066,1.266088,-0.510378,-130.353325
1923,38460000,1,1,1924,8.823326,774.115930,2213.697900,1,1,1924,0.214771,-0.107014,1.420691,-0.000677,-0.008407,0.001910,1,1,1924,0.165049,-0.075121,1.404833,1,1,1924,0.999968,0.003120,0.007164,-0.001712,1,1,1924,-8.447291,1,1,1,1924,2114.397621,-130.522271,-8.447291,5.500000,-0.019427,-0.019427,4,2,1,1,4,1000,1,1,1924,38460,0,1,1,1,0,0,0,1,1,0,37520,33910,13980,37460,33800,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.125819,-12.257511,2114.397621,1.264510,-0.511159,-130.522271
1924,38480000,1,1,1925,8.838770,774.368411,2211.084283,1,1,1925,0.214082,-0.108316,1.421077,-0.000893,-0.008215,0.001864,1,1,1925,0.164257,-0.076041,1.406729,1,1,1925,0.999968,0.003138,0.007198,-0.001723,1,1,1925,-8.443765,1,1,1,1925,2111.783798,-130.691146,-8.443765,5.500000,-0.019473,-0.019473,4,2,1,1,4,1000,1,1,1925,38480,0,1,1,1,0,0,0,1,1,0,37540,33930,14000,37480,33820,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.151094,-12.267742,2111.783798,1.262930,-0.511938,-130.691146
1925,38500000,1,1,1926,8.854233,774.621279,2208.467347,1,1,1926,0.213352,-0.109605,1.421399,-0.001108,-0.008022,0.001819,1,1,1926,0.163446,-0.076956,1.408570,1,1,1926,0.999967,0.003155,0.007233,-0.001734,1,1,1926,-8.440236,1,1,1,1926,2109.166599,-130.859951,-8.440236,5.500000,-0.019519,-0.019519,4,2,1,1,4,1000,1,1,1926,38500,0,1,1,1,0,0,0,1,1,0,37560,33950,14020,37500,33840,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.176336,-12.277989,2109.166599,1.261350,-0.512715,-130.859951
1926,38520000,1,1,1927,8.869717,774.874534,2205.847093,1,1,1927,0.212580,-0.110881,1.421661,-0.001323,-0.007828,0.001773,1,1,1927,0.162619,-0.077866,1.410360,1,1,1927,0.999967,0.003172,0.007267,-0.001744,1,1,1927,-8.436704,1,1,1,1927,2106.546025,-131.028685,-8.436704,5.500000,-0.019564,-0.019564,4,2,1,1,4,1000,1,1,1927,38520,0,1,1,1,0,0,0,1,1,0,37580,33970,14040,37520,33860,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.201548,-12.288251,2106.546025,1.259768,-0.513489,-131.028685
1927,38540000,1,1,1928,8.885221,775.128177,2203.223522,1,1,1928,0.211766,-0.112143,1.421866,-0.001538,-0.007633,0.001727,1,1,1928,0.161773,-0.078771,1.412101,1,1,1928,0.999967,0.003189,0.007302,-0.001755,1,1,1928,-8.433169,1,1,1,1928,2103.922078,-131.197349,-8.433169,5.500000,-0.019610,-0.019610,4,2,1,1,4,1000,1,1,1928,38540,0,1,1,1,0,0,0,1,1,0,37600,33990,14060,37540,33880,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.226727,-12.298528,2103.922078,1.258185,-0.514262,-131.197349
1928,38560000,1,1,1929,8.900746,775.382208,2200.596636,1,1,1929,0.210910,-0.113391,1.422018,-0.001751,-0.007437,0.001681,1,1,1929,0.160911,-0.079671,1.413795,1,1,1929,0.999966,0.003206,0.007336,-0.001766,1,1,1929,-8.429630,1,1,1,1929,2101.294759,-131.365941,-8.429630,5.500000,-0.019655,-0.019655,4,2,1,1,4,1000,1,1,1929,38560,0,1,1,1,0,0,0,1,1,0,37620,34010,14080,37560,33900,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.251875,-12.308821,2101.294759,1.256602,-0.515032,-131.365941
1929,38580000,1,1,1930,8.916290,775.636627,2197.966436,1,1,1930,0.210013,-0.114626,1.422122,-0.001965,-0.007240,0.001635,1,1,1930,0.160031,-0.080565,1.415446,1,1,1930,0.999966,0.003223,0.007370,-0.001776,1,1,1930,-8.426089,1,1,1,1930,2098.664070,-131.534463,-8.426089,5.500000,-0.019700,-0.019700,4,2,1,1,4,1000,1,1,1930,38580,0,1,1,1,0,0,0,1,1,0,37640,34030,14100,37580,33920,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.276991,-12.319130,2098.664070,1.255018,-0.515801,-131.534463
1930,38600000,1,1,1931,8.931855,775.891435,2195.332924,1,1,1931,0.209075,-0.115847,1.422180,-0.002178,-0.007042,0.001589,1,1,1931,0.159134,-0.081455,1.417057,1,1,1931,0.999966,0.003239,0.007404,-0.001787,1,1,1931,-8.422545,1,1,1,1931,2096.030012,-131.702914,-8.422545,5.500000,-0.019746,-0.019746,4,2,1,1,4,1000,1,1,1931,38600,0,1,1,1,0,0,0,1,1,0,37660,34050,14120,37600,33940,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,48.302076,-12.329453,2096.030012,1.253432,-0.516567,-131.702914
