t_us,bmp_T,bmp_P,bmp_alt,ax,ay,az,gx,gy,gz,lis_ax,lis_ay,lis_az,q0,q1,q2,q3,a_vertical,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
34600000,23.172572,987.458295,217.146399,0.060002,0.032716,9.905493,0.011467,0.006507,0.002751,0.047137,0.059776,9.867961,0.940078,0.004970,0.012097,0.340710,0.152899,61.009721,-10.558868,0.152899,1.366561,0.014496,0.014496,0.170861,2,1,1,4,1000.000000,1,1,1731,34600,0,1,1,1,1,1,1,1,1,0,34000,32800,27220,33940,32680,0,0.000000,61.009721,61.009721,298.831000,-237.821279,0,78.866874,24.486165,60.798237,2.495259,0.946475,-10.379233
34620000,23.173961,987.482997,216.945343,0.086272,0.047406,9.878945,0.011132,0.006242,0.002572,0.071159,0.076017,9.835752,0.940012,0.004701,0.012218,0.340889,0.148428,60.799729,-10.557398,0.148428,1.367262,0.014500,0.014500,0.170854,2,1,1,4,1000.000000,1,1,1732,34620,0,1,1,1,1,1,1,1,1,0,34020,32820,27240,33960,32700,0,0.000000,60.799729,60.799729,298.830700,-238.030971,0,78.905686,24.501362,60.599523,2.494834,0.946113,-10.378188
34640000,23.175350,987.507701,216.743176,0.110339,0.061297,9.855895,0.010784,0.005974,0.002394,0.093033,0.091375,9.807332,0.939947,0.004431,0.012337,0.341069,0.143786,60.589759,-10.555918,0.143786,1.367964,0.014503,0.014503,0.170846,2,1,1,4,1000.000000,1,1,1733,34640,0,1,1,1,1,1,1,1,1,0,34040,32840,27260,33980,32720,0,0.000000,60.589759,60.589759,298.830400,-238.240641,0,78.944087,24.516402,60.400862,2.494368,0.945727,-10.377293
34660000,23.176740,987.532405,216.539878,0.131587,0.074153,9.837237,0.010423,0.005701,0.002215,0.112150,0.105611,9.783630,0.939881,0.004159,0.012455,0.341248,0.138977,60.379819,-10.554426,0.138977,1.368666,0.014507,0.014507,0.170839,2,1,1,4,1000.000000,1,1,1734,34660,0,1,1,1,1,1,1,1,1,0,34060,32860,27280,34000,32740,0,0.000000,60.379819,60.379819,298.830100,-238.450281,0,78.982089,24.531288,60.202251,2.493862,0.945316,-10.376548
34680000,23.178129,987.557109,216.335454,0.149474,0.085758,9.823643,0.010051,0.005425,0.002036,0.127975,0.118503,9.765352,0.939816,0.003886,0.012570,0.341428,0.134008,60.169917,-10.552923,0.134008,1.369368,0.014510,0.014510,0.170831,2,1,1,4,1000.000000,1,1,1735,34680,0,1,1,1,1,1,1,1,1,0,34080,32880,27300,34020,32760,0,0.000000,60.169917,60.169917,298.829800,-238.659883,0,79.019703,24.546019,60.003687,2.493313,0.944880,-10.375952
34700000,23.179518,987.581814,216.129930,0.163542,0.095916,9.815534,0.009666,0.005145,0.001857,0.140059,0.129853,9.752951,0.939750,0.003611,0.012683,0.341607,0.128883,59.960061,-10.551410,0.128883,1.370070,0.014513,0.014513,0.170824,2,1,1,4,1000.000000,1,1,1736,34700,0,1,1,1,1,1,1,1,1,0,34100,32900,27320,34040,32780,0,0.000000,59.960061,59.960061,298.829500,-238.869439,0,79.056944,24.560599,59.805165,2.492722,0.944420,-10.375505
34720000,23.180907,987.606520,215.923354,0.173433,0.104455,9.813061,0.009271,0.004861,0.001677,0.148051,0.139485,9.746607,0.939685,0.003334,0.012794,0.341786,0.123610,59.750258,-10.549887,0.123610,1.370773,0.014517,0.014517,0.170816,2,1,1,4,1000.000000,1,1,1737,34720,0,1,1,1,1,1,1,1,1,0,34120,32920,27340,34060,32800,0,0.000000,59.750258,59.750258,298.829200,-239.078942,0,79.093824,24.575028,59.606682,2.492089,0.943936,-10.375207
34740000,23.182297,987.631226,215.715795,0.178893,0.111231,9.816095,0.008865,0.004574,0.001498,0.151703,0.147252,9.746216,0.939619,0.003056,0.012903,0.341966,0.118194,59.540516,-10.548354,0.118194,1.371475,0.014520,0.014520,0.170809,2,1,1,4,1000.000000,1,1,1738,34740,0,1,1,1,1,1,1,1,1,0,34140,32940,27360,34080,32820,0,0.000000,59.540516,59.540516,298.828900,-239.288384,0,79.130356,24.589309,59.408235,2.491413,0.943427,-10.375055
34760000,23.183686,987.655932,215.507342,0.179784,0.116130,9.824235,0.008448,0.004284,0.001318,0.150883,0.153037,9.751400,0.939553,0.002777,0.013010,0.342145,0.112641,59.330843,-10.546812,0.112641,1.372178,0.014524,0.014524,0.170801,2,1,1,4,1000.000000,1,1,1739,34760,0,1,1,1,1,1,1,1,1,0,34160,32960,27380,34100,32840,0,0.000000,59.330843,59.330843,298.828600,-239.497757,0,79.166556,24.603442,59.209819,2.490693,0.942896,-10.375051
34780000,23.185075,987.680639,215.298100,0.176081,0.119069,9.836826,0.008022,0.003992,0.001139,0.145574,0.156755,9.761526,0.939487,0.002497,0.013115,0.342325,0.106958,59.121244,-10.545261,0.106958,1.372881,0.014527,0.014527,0.170793,2,1,1,4,1000.000000,1,1,1740,34780,0,1,1,1,1,1,1,1,1,0,34180,32980,27400,34120,32860,0,0.000000,59.121244,59.121244,298.828300,-239.707056,0,79.202436,24.617431,59.011430,2.489930,0.942340,-10.375191
34800000,23.186464,987.705346,215.088189,0.167881,0.119998,9.852995,0.007586,0.003696,0.000959,0.135877,0.158353,9.775735,0.939421,0.002215,0.013218,0.342504,0.101152,58.911727,-10.543700,0.101152,1.373584,0.014530,0.014530,0.170786,2,1,1,4,1000.000000,1,1,1741,34800,0,1,1,1,1,1,1,1,1,0,34200,33000,27420,34140,32880,0,0.000000,58.911727,58.911727,298.828000,-239.916273,0,79.238012,24.631275,58.813066,2.489122,0.941762,-10.375476
34820000,23.187853,987.730054,214.877743,0.155392,0.118903,9.871689,0.007142,0.003398,0.000779,0.122007,0.157815,9.792989,0.939355,0.001932,0.013320,0.342683,0.095228,58.702298,-10.542132,0.095228,1.374287,0.014534,0.014534,0.170778,2,1,1,4,1000.000000,1,1,1742,34820,0,1,1,1,1,1,1,1,1,0,34220,33020,27440,34160,32900,0,0.000000,58.702298,58.702298,298.827700,-240.125402,0,79.273298,24.644979,58.614721,2.488270,0.941161,-10.375904
34840000,23.189242,987.754763,214.666903,0.138933,0.115801,9.891729,0.006690,0.003098,0.000599,0.104287,0.155156,9.812116,0.939288,0.001648,0.013419,0.342862,0.089194,58.492964,-10.540554,0.089194,1.374991,0.014537,0.014537,0.170770,2,1,1,4,1000.000000,1,1,1743,34840,0,1,1,1,1,1,1,1,1,0,34240,33040,27460,34180,32920,0,0.000000,58.492964,58.492964,298.827400,-240.334436,0,79.308311,24.658543,58.416393,2.487374,0.940537,-10.376473
34860000,23.190631,987.779472,214.455820,0.118925,0.110744,9.911863,0.006229,0.002795,0.000419,0.083143,0.150428,9.831874,0.939222,0.001363,0.013516,0.343042,0.083058,58.283729,-10.538969,0.083058,1.375694,0.014540,0.014540,0.170762,2,1,1,4,1000.000000,1,1,1744,34860,0,1,1,1,1,1,1,1,1,0,34260,33060,27480,34200,32940,0,0.000000,58.283729,58.283729,298.827100,-240.543371,0,79.343065,24.671970,58.218078,2.486432,0.939891,-10.377181
34880000,23.192021,987.804181,214.244644,0.095880,0.103819,9.930834,0.005762,0.002491,0.000239,0.059090,0.143716,9.851006,0.939155,0.001077,0.013611,0.343221,0.076825,58.074599,-10.537377,0.076825,1.376398,0.014544,0.014544,0.170754,2,1,1,4,1000.000000,1,1,1745,34880,0,1,1,1,1,1,1,1,1,0,34280,33080,27500,34220,32960,0,0.000000,58.074599,58.074599,298.826800,-240.752201,0,79.377576,24.685262,58.019772,2.485446,0.939223,-10.378028
34900000,23.193410,987.828891,214.033526,0.070385,0.095142,9.947433,0.005288,0.002185,0.000059,0.032719,0.135135,9.868302,0.939089,0.000791,0.013704,0.343400,0.070504,57.865578,-10.535777,0.070504,1.377102,0.014547,0.014547,0.170746,2,1,1,4,1000.000000,1,1,1746,34900,0,1,1,1,1,1,1,1,1,0,34300,33100,27520,34240,32980,0,0.000000,57.865578,57.865578,298.826500,-240.960922,0,79.411861,24.698421,57.821470,2.484414,0.938534,-10.379011
34920000,23.194799,987.853601,213.822617,0.043092,0.084859,9.960563,0.004808,0.001877,-0.000121,0.004687,0.124832,9.882661,0.939022,0.000503,0.013795,0.343579,0.064101,57.656672,-10.534169,0.064101,1.377806,0.014551,0.014551,0.170738,2,1,1,4,1000.000000,1,1,1747,34920,0,1,1,1,1,1,1,1,1,0,34320,33120,27540,34260,33000,0,0.000000,57.656672,57.656672,298.826200,-241.169528,0,79.445936,24.711450,57.623170,2.483336,0.937823,-10.380127
34940000,23.196188,987.878312,213.612056,0.014698,0.073144,9.969289,0.004322,0.001569,-0.000301,-0.024308,0.112981,9.893139,0.938955,0.000215,0.013884,0.343758,0.057624,57.447885,-10.532556,0.057624,1.378511,0.014554,0.014554,0.170730,2,1,1,4,1000.000000,1,1,1748,34940,0,1,1,1,1,1,1,1,1,0,34340,33140,27560,34280,33020,0,0.000000,57.447885,57.447885,298.825900,-241.378015,0,79.479817,24.724350,57.424867,2.482213,0.937092,-10.381376
34960000,23.197576,987.903024,213.401977,-0.014071,0.060194,9.972886,0.003831,0.001259,-0.000481,-0.053539,0.099779,9.899001,0.938889,-0.000074,0.013971,0.343937,0.051080,57.239218,-10.530936,0.051080,1.379215,0.014557,0.014557,0.170722,2,1,1,4,1000.000000,1,1,1749,34960,0,1,1,1,1,1,1,1,1,0,34360,33160,27580,34300,33040,0,0.000000,57.239218,57.239218,298.825600,-241.586382,0,79.513521,24.737124,57.226558,2.481044,0.936340,-10.382754
34980000,23.198965,987.927736,213.192498,-0.042481,0.046229,9.970873,0.003336,0.000948,-0.000661,-0.082268,0.085445,9.899749,0.938822,-0.000364,0.014056,0.344116,0.044477,57.030677,-10.529309,0.044477,1.379920,0.014561,0.014561,0.170714,2,1,1,4,1000.000000,1,1,1750,34980,0,1,1,1,1,1,1,1,1,0,34380,33180,27600,34320,33060,0,0.000000,57.030677,57.030677,298.825300,-241.794623,0,79.547066,24.749776,57.028239,2.479830,0.935567,-10.384260
35000000,23.200354,987.952448,212.983723,-0.069806,0.031483,9.963036,0.002837,0.000637,-0.000840,-0.109768,0.070218,9.895151,0.938755,-0.000654,0.014139,0.344295,0.037823,56.822263,-10.527677,0.037823,1.380625,0.014564,0.014564,0.170706,2,1,1,4,1000.000000,1,1,1751,35000,0,1,1,1,1,1,1,1,1,0,34400,33200,27620,34340,33080,0,0.000000,56.822263,56.822263,298.825000,-242.002737,0,79.580467,24.762306,56.829906,2.478569,0.934775,-10.385891
35020000,23.201743,987.977161,212.775739,-0.095347,0.016206,9.949440,0.002334,0.000325,-0.001020,-0.135342,0.054346,9.885250,0.938688,-0.000945,0.014220,0.344474,0.031125,56.613978,-10.526040,0.031125,1.381330,0.014567,0.014567,0.170698,2,1,1,4,1000.000000,1,1,1752,35020,0,1,1,1,1,1,1,1,1,0,34420,33220,27640,34360,33100,0,0.000000,56.613978,56.613978,298.824700,-242.210722,0,79.613742,24.774718,56.631555,2.477262,0.933964,-10.387643
35040000,23.203132,988.001874,212.568614,-0.118453,0.000656,9.930426,0.001829,0.000013,-0.001200,-0.158335,0.038089,9.870362,0.938620,-0.001236,0.014298,0.344653,0.024391,56.405824,-10.524398,0.024391,1.382035,0.014571,0.014571,0.170690,2,1,1,4,1000.000000,1,1,1753,35040,0,1,1,1,1,1,1,1,1,0,34440,33240,27660,34380,33120,0,0.000000,56.405824,56.405824,298.824400,-242.418576,0,79.646909,24.787015,56.433183,2.475910,0.933133,-10.389515
35060000,23.204521,988.026588,212.362393,-0.138533,-0.014905,9.906592,0.001322,-0.000299,-0.001380,-0.178160,0.021712,9.851059,0.938553,-0.001527,0.014375,0.344832,0.017629,56.197802,-10.522750,0.017629,1.382741,0.014574,0.014574,0.170682,2,1,1,4,1000.000000,1,1,1754,35060,0,1,1,1,1,1,1,1,1,0,34460,33260,27680,34400,33140,0,0.000000,56.197802,56.197802,298.824100,-242.626298,0,79.679985,24.799199,56.234785,2.474511,0.932284,-10.391504
35080000,23.205910,988.051303,212.157101,-0.155073,-0.030215,9.878770,0.000814,-0.000611,-0.001559,-0.194303,0.005480,9.828140,0.938486,-0.001819,0.014450,0.345011,0.010847,55.989913,-10.521099,0.010847,1.383446,0.014578,0.014578,0.170674,2,1,1,4,1000.000000,1,1,1755,35080,0,1,1,1,1,1,1,1,1,0,34480,33280,27700,34420,33160,0,0.000000,55.989913,55.989913,298.823800,-242.833887,0,79.712988,24.811273,56.036359,2.473066,0.931416,-10.393606
35100000,23.207298,988.076018,211.952741,-0.167653,-0.045015,9.847982,0.000304,-0.000922,-0.001739,-0.206343,-0.010347,9.802596,0.938418,-0.002111,0.014523,0.345190,0.004052,55.782156,-10.519443,0.004052,1.384152,0.014581,0.014581,0.170665,2,1,1,4,1000.000000,1,1,1756,35100,0,1,1,1,1,1,1,1,1,0,34500,33300,27720,34440,33180,0,0.000000,55.782156,55.782156,298.823500,-243.041344,0,79.745934,24.823239,55.837900,2.471576,0.930531,-10.395819
35120000,23.208687,988.100733,211.749292,-0.175950,-0.059055,9.815392,-0.000206,-0.001233,-0.001918,-0.213961,-0.025514,9.775554,0.938351,-0.002403,0.014594,0.345369,-0.002748,55.574531,-10.517783,-0.002748,1.384858,0.014584,0.014584,0.170657,2,1,1,4,1000.000000,1,1,1757,35120,0,1,1,1,1,1,1,1,1,0,34520,33320,27740,34460,33200,0,0.000000,55.574531,55.574531,298.823200,-243.248669,0,79.778842,24.835102,55.639404,2.470040,0.929628,-10.398140
35140000,23.210076,988.125449,211.546711,-0.179752,-0.072099,9.782251,-0.000716,-0.001543,-0.002097,-0.216948,-0.039783,9.748230,0.938283,-0.002695,0.014663,0.345547,-0.009544,55.367037,-10.516120,-0.009544,1.385564,0.014588,0.014588,0.170649,2,1,1,4,1000.000000,1,1,1758,35140,0,1,1,1,1,1,1,1,1,0,34540,33340,27760,34480,33220,0,0.000000,55.367037,55.367037,298.822900,-243.455863,0,79.811729,24.846862,55.440868,2.468458,0.928709,-10.400564
35160000,23.211465,988.150166,211.344934,-0.178962,-0.083926,9.749838,-0.001225,-0.001851,-0.002276,-0.215209,-0.052929,9.721861,0.938215,-0.002988,0.014730,0.345726,-0.016330,55.159673,-10.514454,-0.016330,1.386271,0.014591,0.014591,0.170641,2,1,1,4,1000.000000,1,1,1759,35160,0,1,1,1,1,1,1,1,1,0,34560,33360,27780,34500,33240,0,0.000000,55.159673,55.159673,298.822600,-243.662927,0,79.844613,24.858525,55.242288,2.466831,0.927772,-10.403089
35180000,23.212853,988.174882,211.143878,-0.173600,-0.094336,9.719395,-0.001732,-0.002159,-0.002455,-0.208768,-0.064750,9.697651,0.938147,-0.003280,0.014794,0.345905,-0.023096,54.952436,-10.512785,-0.023096,1.386977,0.014594,0.014594,0.170632,2,1,1,4,1000.000000,1,1,1760,35180,0,1,1,1,1,1,1,1,1,0,34580,33380,27800,34520,33260,0,0.000000,54.952436,54.952436,298.822300,-243.869864,0,79.877511,24.870092,55.043661,2.465159,0.926820,-10.405712
35200000,23.214242,988.199600,210.943440,-0.163804,-0.103155,9.692071,-0.002238,-0.002465,-0.002633,-0.197765,-0.075064,9.676706,0.938079,-0.003572,0.014857,0.346083,-0.029836,54.745324,-10.511113,-0.029836,1.387684,0.014598,0.014598,0.170624,2,1,1,4,1000.000000,1,1,1761,35200,0,1,1,1,1,1,1,1,1,0,34600,33400,27820,34540,33280,0,0.000000,54.745324,54.745324,298.822000,-244.076676,0,79.910441,24.881566,54.844982,2.463441,0.925852,-10.408429
35220000,23.215630,988.224318,210.743502,-0.149823,-0.110232,9.668867,-0.002741,-0.002770,-0.002811,-0.182456,-0.083720,9.659984,0.938011,-0.003864,0.014918,0.346262,-0.036541,54.538334,-10.509439,-0.036541,1.388391,0.014601,0.014601,0.170616,2,1,1,4,1000.000000,1,1,1762,35220,0,1,1,1,1,1,1,1,1,0,34620,33420,27840,34560,33300,0,0.000000,54.538334,54.538334,298.821700,-244.283366,0,79.943420,24.892951,54.646248,2.461679,0.924868,-10.411236
35240000,23.217019,988.249036,210.543931,-0.132016,-0.115450,9.650585,-0.003240,-0.003072,-0.002989,-0.163203,-0.090592,9.648245,0.937943,-0.004155,0.014977,0.346440,-0.043205,54.331462,-10.507764,-0.043205,1.389098,0.014605,0.014605,0.170607,2,1,1,4,1000.000000,1,1,1763,35240,0,1,1,1,1,1,1,1,1,0,34640,33440,27860,34580,33320,0,0.000000,54.331462,54.331462,298.821400,-244.489938,0,79.976465,24.904250,54.447456,2.459872,0.923870,-10.414129
35260000,23.218408,988.273755,210.344587,-0.110835,-0.118719,9.637794,-0.003736,-0.003373,-0.003167,-0.140464,-0.095589,9.642011,0.937875,-0.004447,0.015034,0.346619,-0.049818,54.124704,-10.506086,-0.049818,1.389805,0.014608,0.014608,0.170599,2,1,1,4,1000.000000,1,1,1764,35260,0,1,1,1,1,1,1,1,1,0,34660,33460,27880,34600,33340,0,0.000000,54.124704,54.124704,298.821100,-244.696396,0,80.009594,24.915466,54.248602,2.458021,0.922858,-10.417105
35280000,23.219796,988.298475,210.145316,-0.086824,-0.119984,9.630799,-0.004228,-0.003671,-0.003345,-0.114788,-0.098649,9.641545,0.937807,-0.004738,0.015089,0.346797,-0.056373,53.918057,-10.504408,-0.056373,1.390513,0.014611,0.014611,0.170591,2,1,1,4,1000.000000,1,1,1765,35280,0,1,1,1,1,1,1,1,1,0,34680,33480,27900,34620,33360,0,0.000000,53.918057,53.918057,298.820800,-244.902743,0,80.042824,24.926602,54.049681,2.456126,0.921831,-10.420160
35300000,23.221185,988.323195,209.945965,-0.060594,-0.119225,9.629628,-0.004715,-0.003967,-0.003522,-0.086793,-0.099747,9.646831,0.937739,-0.005028,0.015142,0.346975,-0.062864,53.711515,-10.502729,-0.062864,1.391220,0.014615,0.014615,0.170583,2,1,1,4,1000.000000,1,1,1766,35300,0,1,1,1,1,1,1,1,1,0,34700,33500,27920,34640,33380,0,0.000000,53.711515,53.711515,298.820500,-245.108985,0,80.076172,24.937662,53.850691,2.454188,0.920792,-10.423290
35320000,23.222573,988.347915,209.746376,-0.032816,-0.116453,9.634033,-0.005196,-0.004260,-0.003699,-0.057156,-0.098890,9.657578,0.937670,-0.005318,0.015193,0.347153,-0.069282,53.505072,-10.501049,-0.069282,1.391928,0.014618,0.014618,0.170574,2,1,1,4,1000.000000,1,1,1767,35320,0,1,1,1,1,1,1,1,1,0,34720,33520,27940,34660,33400,0,0.000000,53.505072,53.505072,298.820200,-245.315128,0,80.109654,24.948648,53.651628,2.452206,0.919739,-10.426491
35340000,23.223962,988.372636,209.546395,-0.004201,-0.111716,9.643499,-0.005671,-0.004550,-0.003876,-0.026593,-0.096118,9.673227,0.937602,-0.005607,0.015242,0.347331,-0.075619,53.298723,-10.499369,-0.075619,1.392636,0.014621,0.014621,0.170566,2,1,1,4,1000.000000,1,1,1768,35340,0,1,1,1,1,1,1,1,1,0,34740,33540,27960,34680,33420,0,0.000000,53.298723,53.298723,298.819900,-245.521177,0,80.143288,24.959565,53.452489,2.450181,0.918674,-10.429759
35360000,23.225350,988.397357,209.345871,0.024523,-0.105094,9.657272,-0.006140,-0.004837,-0.004052,0.004158,-0.091507,9.692984,0.937533,-0.005896,0.015289,0.347510,-0.081870,53.092463,-10.497689,-0.081870,1.393344,0.014625,0.014625,0.170558,2,1,1,4,1000.000000,1,1,1769,35360,0,1,1,1,1,1,1,1,1,0,34760,33560,27980,34700,33440,0,0.000000,53.092463,53.092463,298.819600,-245.727137,0,80.177089,24.970415,53.253269,2.448114,0.917597,-10.433089
35380000,23.226739,988.422079,209.144663,0.052619,-0.096698,9.674394,-0.006602,-0.005121,-0.004229,0.034356,-0.085162,9.715850,0.937465,-0.006184,0.015334,0.347687,-0.088025,52.886284,-10.496010,-0.088025,1.394052,0.014628,0.014628,0.170549,2,1,1,4,1000.000000,1,1,1770,35380,0,1,1,1,1,1,1,1,1,0,34780,33580,28000,34720,33460,0,0.000000,52.886284,52.886284,298.819300,-245.933016,0,80.211073,24.981202,53.053966,2.446005,0.916509,-10.436479
35400000,23.228127,988.446802,208.942641,0.079372,-0.086671,9.693750,-0.007056,-0.005402,-0.004404,0.063275,-0.077218,9.740671,0.937396,-0.006471,0.015377,0.347865,-0.094079,52.680179,-10.494331,-0.094079,1.394761,0.014631,0.014631,0.170541,2,1,1,4,1000.000000,1,1,1771,35400,0,1,1,1,1,1,1,1,1,0,34800,33600,28020,34740,33480,0,0.000000,52.680179,52.680179,298.819000,-246.138821,0,80.245257,24.991930,52.854576,2.443855,0.915410,-10.439922
35420000,23.229515,988.471525,208.739689,0.104097,-0.075181,9.714122,-0.007502,-0.005678,-0.004580,0.090225,-0.067839,9.766192,0.937327,-0.006757,0.015418,0.348043,-0.100024,52.474142,-10.492654,-0.100024,1.395470,0.014635,0.014635,0.170533,2,1,1,4,1000.000000,1,1,1772,35420,0,1,1,1,1,1,1,1,1,0,34820,33620,28040,34760,33500,0,0.000000,52.474142,52.474142,298.818700,-246.344558,0,80.279657,25.002601,52.655096,2.441663,0.914300,-10.443416
35440000,23.230904,988.496248,208.535707,0.126162,-0.062421,9.734248,-0.007939,-0.005951,-0.004755,0.114565,-0.057213,9.791118,0.937259,-0.007043,0.015458,0.348221,-0.105854,52.268165,-10.490977,-0.105854,1.396179,0.014638,0.014638,0.170524,2,1,1,4,1000.000000,1,1,1773,35440,0,1,1,1,1,1,1,1,1,0,34840,33640,28060,34780,33520,0,0.000000,52.268165,52.268165,298.818400,-246.550235,0,80.314287,25.013220,52.455521,2.439432,0.913180,-10.446955
35460000,23.232292,988.520972,208.330613,0.145005,-0.048609,9.752884,-0.008367,-0.006220,-0.004929,0.135725,-0.045549,9.814172,0.937190,-0.007327,0.015495,0.348398,-0.111561,52.062240,-10.489303,-0.111561,1.396888,0.014641,0.014641,0.170516,2,1,1,4,1000.000000,1,1,1774,35460,0,1,1,1,1,1,1,1,1,0,34860,33660,28080,34800,33540,0,0.000000,52.062240,52.062240,298.818100,-246.755860,0,80.349163,25.023789,52.255849,2.437160,0.912051,-10.450536
35480000,23.233680,988.545697,208.124347,0.160144,-0.033976,9.768863,-0.008785,-0.006485,-0.005104,0.153213,-0.033073,9.834156,0.937121,-0.007610,0.015531,0.348576,-0.117139,51.856360,-10.487631,-0.117139,1.397597,0.014645,0.014645,0.170508,2,1,1,4,1000.000000,1,1,1775,35480,0,1,1,1,1,1,1,1,1,0,34880,33680,28100,34820,33560,0,0.000000,51.856360,51.856360,298.817800,-246.961440,0,80.384299,25.034313,52.056077,2.434849,0.910913,-10.454154
35500000,23.235069,988.570422,207.916869,0.171192,-0.018770,9.781152,-0.009194,-0.006745,-0.005277,0.166635,-0.020027,9.850012,0.937052,-0.007892,0.015564,0.348753,-0.122582,51.650516,-10.485961,-0.122582,1.398306,0.014648,0.014648,0.170499,2,1,1,4,1000.000000,1,1,1776,35500,0,1,1,1,1,1,1,1,1,0,34900,33700,28120,34840,33580,0,0.000000,51.650516,51.650516,298.817500,-247.166984,0,80.419710,25.044795,51.856201,2.432499,0.909767,-10.457804
35520000,23.236457,988.595147,207.708162,0.177866,-0.003247,9.788903,-0.009591,-0.007001,-0.005451,0.175701,-0.006660,9.860867,0.936983,-0.008173,0.015596,0.348931,-0.127883,51.444699,-10.484294,-0.127883,1.399016,0.014652,0.014652,0.170491,2,1,1,4,1000.000000,1,1,1777,35520,0,1,1,1,1,1,1,1,1,0,34920,33720,28140,34860,33600,0,0.000000,51.444699,51.444699,298.817200,-247.372501,0,80.455410,25.055238,51.656217,2.430111,0.908613,-10.461482
35540000,23.237845,988.619873,207.498233,0.179997,0.012331,9.791492,-0.009978,-0.007252,-0.005624,0.180231,0.006772,9.866077,0.936914,-0.008453,0.015626,0.349108,-0.133037,51.238902,-10.482630,-0.133037,1.399726,0.014655,0.014655,0.170483,2,1,1,4,1000.000000,1,1,1778,35540,0,1,1,1,1,1,1,1,1,0,34940,33740,28160,34880,33620,0,0.000000,51.238902,51.238902,298.816900,-247.577998,0,80.491413,25.065646,51.456123,2.427686,0.907452,-10.465184
35560000,23.239233,988.644599,207.287109,0.177530,0.027701,9.788553,-0.010353,-0.007498,-0.005796,0.180162,0.020012,9.865257,0.936845,-0.008732,0.015654,0.349285,-0.138036,51.033116,-10.480970,-0.138036,1.400436,0.014658,0.014658,0.170475,2,1,1,4,1000.000000,1,1,1779,35560,0,1,1,1,1,1,1,1,1,0,34960,33760,28180,34900,33640,0,0.000000,51.033116,51.033116,298.816600,-247.783484,0,80.527731,25.076023,51.255916,2.425223,0.906283,-10.468905
35580000,23.240621,988.669326,207.074840,0.170527,0.042603,9.779992,-0.010716,-0.007739,-0.005968,0.175548,0.032807,9.858300,0.936776,-0.009009,0.015680,0.349462,-0.142876,50.827332,-10.479313,-0.142876,1.401146,0.014662,0.014662,0.170466,2,1,1,4,1000.000000,1,1,1780,35580,0,1,1,1,1,1,1,1,1,0,34980,33780,28200,34920,33660,0,0.000000,50.827332,50.827332,298.816300,-247.988968,0,80.564379,25.086373,51.055591,2.422725,0.905109,-10.472641
35600000,23.242009,988.694054,206.861497,0.159169,0.056786,9.765994,-0.011066,-0.007975,-0.006140,0.166560,0.044911,9.845379,0.936707,-0.009284,0.015704,0.349639,-0.147551,50.621540,-10.477660,-0.147551,1.401856,0.014665,0.014665,0.170458,2,1,1,4,1000.000000,1,1,1781,35600,0,1,1,1,1,1,1,1,1,0,35000,33800,28220,34940,33680,0,0.000000,50.621540,50.621540,298.816000,-248.194460,0,80.601367,25.096698,50.855147,2.420191,0.903929,-10.476387
35620000,23.243398,988.718782,206.647172,0.143744,0.070011,9.747013,-0.011404,-0.008205,-0.006311,0.153480,0.056092,9.826942,0.936638,-0.009558,0.015726,0.349816,-0.152055,50.415734,-10.476012,-0.152055,1.402566,0.014668,0.014668,0.170450,2,1,1,4,1000.000000,1,1,1782,35620,0,1,1,1,1,1,1,1,1,0,35020,33820,28240,34960,33700,0,0.000000,50.415734,50.415734,298.815700,-248.399966,0,80.638710,25.107003,50.654580,2.417623,0.902743,-10.480138
35640000,23.244786,988.743510,206.431972,0.124648,0.082054,9.723753,-0.011729,-0.008430,-0.006482,0.136692,0.066131,9.803689,0.936568,-0.009831,0.015747,0.349993,-0.156384,50.209902,-10.474368,-0.156384,1.403277,0.014672,0.014672,0.170442,2,1,1,4,1000.000000,1,1,1783,35640,0,1,1,1,1,1,1,1,1,0,35040,33840,28260,34980,33720,0,0.000000,50.209902,50.209902,298.815400,-248.605498,0,80.676417,25.117291,50.453886,2.415020,0.901553,-10.483890
35660000,23.246174,988.768239,206.216019,0.102367,0.092713,9.697131,-0.012040,-0.008649,-0.006652,0.116677,0.074833,9.776537,0.936499,-0.010101,0.015766,0.350169,-0.160532,50.004037,-10.472729,-0.160532,1.403988,0.014675,0.014675,0.170434,2,1,1,4,1000.000000,1,1,1784,35660,0,1,1,1,1,1,1,1,1,0,35060,33860,28280,35000,33740,0,0.000000,50.004037,50.004037,298.815100,-248.811063,0,80.714500,25.127566,50.253063,2.412385,0.900358,-10.487639
